author,star,review_title,review_date,Text,ProductLink
Athena Ferrano,5.0 out of 5 stars,Best,Reviewed in India on 22 May 2024,"Best quality
Fabric",https://www.amazon.in/Peter-England-Mens-Shirt-PCKPSSGB669801_Medium/dp/B0C1RXYBBK/ref=sr_1_33?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-33
A K Bhatnagar,3.0 out of 5 stars,Product returned,Reviewed in India on 26 April 2024,Product returned,https://www.amazon.in/Peter-England-Mens-Shirt-PCKPSSGB669801_Medium/dp/B0C1RXYBBK/ref=sr_1_33?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-33
Jeewan,5.0 out of 5 stars,Perfect fit,Reviewed in India on 8 May 2024,Size perfectly fit,https://www.amazon.in/Peter-England-Mens-Shirt-PCKPSSGB669801_Medium/dp/B0C1RXYBBK/ref=sr_1_33?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-33
sumit kumar,1.0 out of 5 stars,The logo get off from t-shirt within 2 days,Reviewed in India on 13 May 2024,"Fabric is Ok. However, the product does not seems to be authentic as the logo of peter England get off within 2 days.",https://www.amazon.in/Peter-England-Mens-Shirt-PCKPSSGB669801_Medium/dp/B0C1RXYBBK/ref=sr_1_33?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-33
Manisha K.,4.0 out of 5 stars,Spot-on Satisfaction,Reviewed in India on 13 May 2024,Ordered a pink t-shirt and was pleased with the fabric quality. Very satisfied with my purchase!,https://www.amazon.in/Peter-England-Mens-Shirt-PCKPSSGB669801_Medium/dp/B0C1RXYBBK/ref=sr_1_33?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-33
Anees arts,5.0 out of 5 stars,Super,Reviewed in India on 14 May 2024,Best,https://www.amazon.in/Peter-England-Mens-Shirt-PCKPSSGB669801_Medium/dp/B0C1RXYBBK/ref=sr_1_33?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-33
B.Sai K.,4.0 out of 5 stars,Worth,Reviewed in India on 9 May 2024,Value for money,https://www.amazon.in/Peter-England-Mens-Shirt-PCKPSSGB669801_Medium/dp/B0C1RXYBBK/ref=sr_1_33?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-33
T.rajendiran,4.0 out of 5 stars,Nice,Reviewed in India on 16 April 2024,Good,https://www.amazon.in/Peter-England-Mens-Shirt-PCKPSSGB669801_Medium/dp/B0C1RXYBBK/ref=sr_1_33?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-33
Deepak Neroorkar,5.0 out of 5 stars,Good,Reviewed in India on 30 April 2024,Very nice T shirt for the price. Soft and comfortable material,https://www.amazon.in/Lux-Cozi-Sleeve-T-Shirt-Pocket_COZI_2122_MTGRN_L_1PC/dp/B0CVXQ9SKB/ref=sr_1_34?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-34
Yasir Khan,4.0 out of 5 stars,Nice quality,Reviewed in India on 2 May 2024,"Same color as shown in picture
Fabric is good not great
Overall valur for money",https://www.amazon.in/Lux-Cozi-Sleeve-T-Shirt-Pocket_COZI_2122_MTGRN_L_1PC/dp/B0CVXQ9SKB/ref=sr_1_34?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-34
Mounika Gowri,5.0 out of 5 stars,Good quality and fitting,Reviewed in India on 16 May 2024,"Fitting, look and quality is good",https://www.amazon.in/Allen-Solly-Regular-T-Shirt-ASKPCURGFJ75298_White/dp/B0C7ZNGG4Q/ref=sr_1_35?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-35
Henry S.,4.0 out of 5 stars,Great product,Reviewed in India on 27 January 2024,"Excellent frabic , very comfortable, value for money",https://www.amazon.in/Allen-Solly-Regular-T-Shirt-ASKPCURGFJ75298_White/dp/B0C7ZNGG4Q/ref=sr_1_35?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-35
Ramana Vasapalli,5.0 out of 5 stars,Looks good and fitted well,Reviewed in India on 7 November 2023,Fitted well and looks great while wearing. Good one,https://www.amazon.in/Allen-Solly-Regular-T-Shirt-ASKPCURGFJ75298_White/dp/B0C7ZNGG4Q/ref=sr_1_35?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-35
dinesh,4.0 out of 5 stars,Good fit,Reviewed in India on 29 October 2023,"Suits perfectly, but the cloth looks slightly thinner and quality is just ok",https://www.amazon.in/Allen-Solly-Regular-T-Shirt-ASKPCURGFJ75298_White/dp/B0C7ZNGG4Q/ref=sr_1_35?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-35
Different colour received.,5.0 out of 5 stars,Nice tshirt,Reviewed in India on 26 December 2023,Perfect fitting,https://www.amazon.in/Allen-Solly-Regular-T-Shirt-ASKPCURGFJ75298_White/dp/B0C7ZNGG4Q/ref=sr_1_35?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-35
Rizwan,3.0 out of 5 stars,Colour us not maroon. Its more like brownish,Reviewed in India on 10 October 2023,Perfect fit. Nice material. Good quality. Colour is not the same in pictures .,https://www.amazon.in/Allen-Solly-Regular-T-Shirt-ASKPCURGFJ75298_White/dp/B0C7ZNGG4Q/ref=sr_1_35?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-35
Deepak kumar yadav,4.0 out of 5 stars,Good.,Reviewed in India on 24 September 2023,Good.,https://www.amazon.in/Allen-Solly-Regular-T-Shirt-ASKPCURGFJ75298_White/dp/B0C7ZNGG4Q/ref=sr_1_35?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-35
Neenu,5.0 out of 5 stars,Very nice product.,Reviewed in India on 5 November 2023,Very nice product. Rare colour. It's not as shown in the photo here.. still a good one.,https://www.amazon.in/Allen-Solly-Regular-T-Shirt-ASKPCURGFJ75298_White/dp/B0C7ZNGG4Q/ref=sr_1_35?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-35
pratibha,2.0 out of 5 stars,Stains on it,Reviewed in India on 20 May 2024,Fabric is soft but it has stains on it as if someone wore the product.,https://www.amazon.in/Allen-Solly-Regular-T-Shirt-ASKPCURGFJ75298_White/dp/B0C7ZNGG4Q/ref=sr_1_35?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-35
Nabarun,5.0 out of 5 stars,Color is white and is always bright.,Reviewed in India on 11 October 2023,Good Quality as well,https://www.amazon.in/Allen-Solly-Regular-T-Shirt-ASKPCURGFJ75298_White/dp/B0C7ZNGG4Q/ref=sr_1_35?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-35
Placeholder,5.0 out of 5 stars,Perfect Size and quality,Reviewed in India on 22 May 2024,Very good quality at Reasonable price,https://www.amazon.in/BULLMER-Cotton-Henley-Chinese-Collar/dp/B0B5GJW5KC/ref=sr_1_36?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-36
Vignesh Kathirvel,4.0 out of 5 stars,Good but has flaws,Reviewed in India on 14 April 2024,"Not suitable during summer (if u r sweaty person).
White part is transparent.
Loose below chest not too much...
Little discomfort near neck.
Fabric quality is nice...

But worth the money...let's see how it goes after month usage...",https://www.amazon.in/BULLMER-Cotton-Henley-Chinese-Collar/dp/B0B5GJW5KC/ref=sr_1_36?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-36
Ibrahim K,5.0 out of 5 stars,Very nice colours with a bright look,Reviewed in India on 19 April 2024,Also material is good and soft,https://www.amazon.in/BULLMER-Cotton-Henley-Chinese-Collar/dp/B0B5GJW5KC/ref=sr_1_36?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-36
Syed Ali,3.0 out of 5 stars,Cloth quality,Reviewed in India on 23 May 2024,Is not good,https://www.amazon.in/BULLMER-Cotton-Henley-Chinese-Collar/dp/B0B5GJW5KC/ref=sr_1_36?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-36
Vineet,5.0 out of 5 stars,Fit,Reviewed in India on 11 May 2024,Nice colour and best fitting,https://www.amazon.in/BULLMER-Cotton-Henley-Chinese-Collar/dp/B0B5GJW5KC/ref=sr_1_36?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-36
jugal Devpura,1.0 out of 5 stars,Bad febric and fitting,Reviewed in India on 15 April 2024,The colour combination was good but the febric is very low quality and also it's very loose fitting,https://www.amazon.in/BULLMER-Cotton-Henley-Chinese-Collar/dp/B0B5GJW5KC/ref=sr_1_36?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-36
Ponmani.p,4.0 out of 5 stars,T-shirts,Reviewed in India on 10 November 2023,"T-shirts very nice, but quality nice. Size fits and comfortable",https://www.amazon.in/BULLMER-Cotton-Henley-Chinese-Collar/dp/B0B5GJW5KC/ref=sr_1_36?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-36
